Year Type,Year,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Family Code,Job Family,Job Code,Job,Employee Identifier,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
Calendar,2015,1,Public Protection,ECD,Department of Emergency Management,790.0,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8238,Public Safetycomm Disp,16656,90893.7,6650.45,8551.97,106096.12,19881.0,12424.5,8817.84,41123.34,147219.46
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,29077,48744.1,0.0,3070.36,51814.46,12414.93,12424.5,4157.99,28997.42,80811.88
Calendar,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,790.0,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1480,Principal Water Services Clerk,43118,76728.0,164.99,0.0,76892.99,15813.98,12424.5,6308.69,34547.17,111440.16
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,Q052,Sergeant 3,19055,138820.08,38898.99,3998.43,181717.5,27446.82,12424.5,3099.8,42971.12,224688.62
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",2500,Med Therapy & Auxiliary,2587,Health Worker 3,6105,61535.03,0.0,0.0,61535.03,13748.85,12424.5,5051.61,31224.96,92759.99
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535.0,"SEIU - Human Services, Local 1021",2900,Human Services,2918,HSA Social Worker,3014,79395.09,0.0,0.0,79395.09,16359.41,12424.51,6333.98,35117.9,114512.99
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,38.0,"Plumbers and Pipefitters, Local 38",7300,Journeyman Trade,7388,Utility Plumber,41535,100761.01,14730.08,11229.76,126720.85,20927.45,12424.49,9892.45,43244.39,169965.24
Calendar,2015,3,Human Welfare & Neighborhood Development,RNT,Rent Arbitration Board,311.0,Municipal Attorneys' Association,8100,Legal & Court,8177,Attorney (Civil/Criminal),14951,184289.0,0.0,1500.0,185789.0,37388.83,12424.5,10994.51,60807.84,246596.84
Calendar,2015,4,Community Health,DPH,Public Health,351.0,Municipal Executive Association - Miscellaneous,0900,Management,0953,Dep Dir III,52397,192983.57,0.0,0.0,192983.57,38688.49,12424.5,19339.25,70452.24,263435.81
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,23089,7569.6,0.0,50.0,7619.6,0.0,0.0,601.95,601.95,8221.55
Calendar,2015,4,Community Health,DPH,Public Health,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",2500,Med Therapy & Auxiliary,2556,Physical Therapist,19011,81958.6,0.0,0.0,81958.6,16838.17,12042.21,6609.98,35490.36,117448.96
Calendar,2015,1,Public Protection,FIR,Fire Department,798.0,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H002,Firefighter,14556,101797.84,53541.29,9788.21,165127.34,22335.12,15052.75,2751.54,40139.41,205266.75
Calendar,2015,1,Public Protection,FIR,Fire Department,798.0,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H030,"Captain, Fire Suppression",7627,148823.34,2242.98,17556.13,168622.45,32725.77,15052.76,714.32,48492.85,217115.3
Calendar,2015,6,General Administration & Finance,TIS,General Services Agency - Technology,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1070,IS Project Director,46995,143188.01,0.0,0.0,143188.01,28816.77,12424.5,10077.87,51319.14,194507.15
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",2500,Med Therapy & Auxiliary,2588,Health Worker 4,45142,76188.39,0.0,0.0,76188.39,15751.29,12039.4,6293.07,34083.76,110272.15
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",2900,Human Services,2930,Psychiatric Social Worker,11931,23335.69,0.0,0.0,23335.69,4342.77,3727.36,1884.17,9954.3,33289.99
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,8623,26169.89,0.0,3.39,26173.28,0.0,2296.74,2031.46,4328.2,30501.48
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2400,"Lab, Pharmacy & Med Techs",2430,Medical Evaluations Assistant,32421,987.5,0.0,0.0,987.5,0.0,238.93,76.45,315.38,1302.88
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,261.0,"Laborers, Local 261",7500,Semi-Skilled & General Labor,7502,Asphalt Worker,52775,28329.19,765.3,1340.99,30435.48,6791.86,6549.76,2509.11,15850.73,46286.21
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",1200,Personnel,1204,Senior Personnel Clerk,20868,9672.0,0.0,0.0,9672.0,2495.36,1911.46,796.41,5203.23,14875.23
Calendar,2015,3,Human Welfare & Neighborhood Development,HRC,Human Rights Commission,351.0,Municipal Executive Association - Miscellaneous,0900,Management,0962,Dept Head II,12933,183270.51,0.0,0.0,183270.51,36864.05,12424.5,18158.4,67446.95,250717.46
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,6.0,"Electrical Workers, Local 6",7300,Journeyman Trade,7390,Welder,32642,61956.15,18355.65,976.8,81288.6,13209.46,9042.77,6461.81,28714.04,110002.64
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,Q002,Police Officer,46480,56163.3,24.46,1276.46,57464.22,10885.46,8601.58,3973.01,23460.05,80924.27
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",2400,"Lab, Pharmacy & Med Techs",2450,Pharmacist,28645,150710.01,0.0,1002.2,151712.21,30532.19,12424.5,10276.91,53233.6,204945.81
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,35048,67683.43,25583.67,1654.88,94921.98,19013.51,13336.34,7374.4,39724.25,134646.23
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,Q004,Police Officer 3,33824,32850.0,0.0,0.0,32850.0,0.0,4300.79,2548.08,6848.87,39698.87
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790.0,"SEIU - Miscellaneous, Local 1021",3600,Library,3602,Library Page,36803,33357.84,0.0,1050.54,34408.38,8293.27,8237.21,2815.3,19345.78,53754.16
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200.0,"Transportation Workers, Local 200",9100,Street Transit,9520,Trans Safety Specialist,7948,43872.09,5761.12,1432.04,51065.25,8235.77,5698.54,3957.15,17891.46,68956.71
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790.0,"SEIU - Miscellaneous, Local 1021",1600,"Payroll, Billing & Accounting",1632,Senior Account Clerk,45526,67261.01,0.0,624.0,67885.01,13991.51,12424.5,5627.94,32043.95,99928.96
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535.0,"SEIU - Human Services, Local 1021",2900,Human Services,2907,Eligibility Worker Supervisor,1072,85368.0,4384.51,0.0,89752.51,17594.59,12424.5,7383.45,37402.54,127155.05
Calendar,2015,1,Public Protection,DAT,District Attorney,311.0,Municipal Attorneys' Association,8100,Legal & Court,8177,Attorney (Civil/Criminal),41584,83995.11,0.0,1500.0,85495.11,18023.85,8170.6,7115.8,33310.25,118805.36
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,22.0,"Prof & Tech Engineers - Personnel, Local 21",1200,Personnel,1244,Senior Personnel Analyst,7798,95594.46,0.0,0.0,95594.46,19861.6,10796.89,7478.93,38137.42,133731.88
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535.0,"SEIU - Human Services, Local 1021",2900,Human Services,2940,Protective Services Worker,40375,97934.03,0.0,624.0,98558.03,20308.13,12424.5,8128.84,40861.47,139419.5
Calendar,2015,1,Public Protection,FIR,Fire Department,798.0,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H020,"Lieutenant, Fire Suppression",39243,131577.11,135390.92,27962.69,294930.72,31198.47,15196.11,4996.72,51391.3,346322.02
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,130.0,"Automotive Machinists, Local 1414",7300,Journeyman Trade,7382,Automotive Mechanic Asst Sprv,15079,23033.0,2327.27,6783.33,32143.6,4929.39,2867.19,2599.9,10396.48,42540.08
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,43930,39251.41,3537.6,977.18,43766.19,10419.88,12269.01,3293.94,25982.83,69749.02
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",2100,Hospital Administration,2112,Medical Records Technician,13619,71612.01,0.0,888.0,72500.01,14947.29,12424.5,5321.8,32693.59,105193.6
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,13732,111472.73,6411.02,13534.87,131418.62,0.0,9735.62,2199.72,11935.34,143353.96
Calendar,2015,4,Community Health,DPH,Public Health,39.0,"Stationary Engineers, Local 39",7300,Journeyman Trade,7334,Stationary Engineer,39681,28182.02,440.35,377.44,28999.81,0.0,4073.8,2335.21,6409.01,35408.82
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,18269,55130.04,1973.26,1338.7,58442.0,14651.48,13097.46,4447.32,32196.26,90638.26
Calendar,2015,1,Public Protection,ADP,Adult Probation,965.0,"Operating Engineers - Sup Probation Ofcrs, Local 3",8400,Probation & Parole,8434,Sprv Adult Probation Ofc,18565,111091.02,0.0,0.0,111091.02,25340.73,12424.5,279.12,38044.35,149135.37
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200.0,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,12873,92001.3,4145.95,2568.0,98715.25,19487.28,12424.5,8088.91,40000.69,138715.94
Calendar,2015,6,General Administration & Finance,HRD,Human Resources,22.0,"Prof & Tech Engineers - Personnel, Local 21",1200,Personnel,1244,Senior Personnel Analyst,33212,24450.0,0.0,0.0,24450.0,5484.12,2867.19,1886.07,10237.38,34687.38
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",5300,Sub-Professional Engineering,5381,Stdntdsgn Train2/Arch/Eng/Plng,49392,12923.19,0.0,0.0,12923.19,0.0,2861.23,1003.04,3864.27,16787.46
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,216.0,"Teamsters, Local 853",7300,Journeyman Trade,7355,Truck Driver,39981,58240.5,4365.77,6683.98,69290.25,12850.38,8601.58,5397.34,26849.3,96139.55
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790.0,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,23613,5931.02,0.0,0.0,5931.02,0.0,2142.93,480.9,2623.83,8554.85
Calendar,2015,5,Culture & Recreation,FAM,Fine Arts Museum,790.0,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,19363,1148.0,0.0,0.0,1148.0,0.0,489.82,88.87,578.69,1726.69
Calendar,2015,6,General Administration & Finance,TIS,General Services Agency - Technology,16.0,"Theatrical and Stage Employees, Local 16",1700,Computer Operatns & Repro Svcs,1766,Media Production Tech,43965,5432.39,18.93,68.15,5519.47,1419.14,1285.75,398.98,3103.87,8623.34
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,351.0,Municipal Executive Association - Miscellaneous,0900,Management,0932,Manager IV,43246,150863.2,0.0,0.0,150863.2,30287.09,12400.61,27976.66,70664.36,221527.56
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535.0,"SEIU - Human Services, Local 1021",2900,Human Services,2940,Protective Services Worker,27413,78605.63,0.0,2465.24,81070.87,16840.87,9957.52,6758.25,33556.64,114627.51
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,261.0,"Laborers, Local 261",7500,Semi-Skilled & General Labor,7501,Environmental Service Worker,28881,36534.98,2954.02,902.88,40391.88,8869.96,11468.78,3261.6,23600.34,63992.22
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",2400,"Lab, Pharmacy & Med Techs",2486,Chemist I/II,44729,98157.0,0.0,0.0,98157.0,20230.58,12424.5,8063.63,40718.71,138875.71
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790.0,"SEIU - Miscellaneous, Local 1021",9200,Airport Operation,9212,Airport Safety Officer,33560,80019.66,4490.45,5030.76,89540.87,16972.67,12364.77,7199.71,36537.15,126078.02
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2328,Nurse Practitioner,20362,186877.6,0.0,3471.43,190349.03,36643.18,12400.61,10366.76,59410.55,249759.58
Calendar,2015,1,Public Protection,CRT,Superior Court,792.0,"SEIU - Court Employees, Local 1021",SCRT,SF Superior Court,474C,Senior Fiscal Technician,52690,6144.6,0.0,0.0,6144.6,1143.52,1051.3,486.66,2681.48,8826.08
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790.0,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3286,Recreation Coordinator,38711,595.5,0.0,0.0,595.5,0.0,143.35,46.1,189.45,784.95
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,790.0,"SEIU - Miscellaneous, Local 1021",2500,Med Therapy & Auxiliary,2574,Clinical Psychologist,34275,72827.12,0.0,0.0,72827.12,14969.61,9978.43,5926.87,30874.91,103702.03
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,790.0,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,17877,6600.38,0.0,0.0,6600.38,0.0,2858.83,542.41,3401.24,10001.62
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790.0,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,1052,11922.43,0.0,61.31,11983.74,0.0,4318.71,929.01,5247.72,17231.46
Calendar,2015,6,General Administration & Finance,TIS,General Services Agency - Technology,16.0,"Theatrical and Stage Employees, Local 16",1700,Computer Operatns & Repro Svcs,1767,Media Programming Spec,9895,9635.4,45.45,39.39,9720.24,1800.48,1899.51,768.58,4468.57,14188.81
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790.0,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,15269,1718.22,0.0,61.84,1780.06,0.0,931.84,137.81,1069.65,2849.71
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790.0,"SEIU - Miscellaneous, Local 1021",1200,Personnel,1220,Payroll Clerk,31247,69247.01,1192.65,0.0,70439.66,14272.16,12424.5,5726.23,32422.89,102862.55
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,5906,101314.98,16143.32,24478.32,141936.62,23885.5,11010.02,10077.32,44972.84,186909.46
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,18833,19635.8,16.67,1009.9,20662.37,1696.97,5277.43,1615.86,8590.26,29252.63
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,17072,63559.8,4747.91,1561.93,69869.64,14784.09,12522.47,5333.11,32639.67,102509.31
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,Q002,Police Officer,8443,52783.76,491.22,1993.38,55268.36,11298.95,8123.71,2786.94,22209.6,77477.96
Calendar,2015,1,Public Protection,DAT,District Attorney,419.0,District Attorney Investigators' Association,8100,Legal & Court,8550,Dist Atty Investigator (SFERS),34425,109563.0,16722.01,6573.78,132858.79,23670.78,12424.5,2161.76,38257.04,171115.83
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,790.0,"SEIU - Miscellaneous, Local 1021",1800,"Budget, Admn & Stats Analysis",1820,Junior Administrative Analyst,49778,6442.48,0.0,0.0,6442.48,1198.94,1424.62,499.87,3123.43,9565.91
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535.0,"SEIU - Human Services, Local 1021",2900,Human Services,2913,Program Specialist,40924,85368.01,740.14,380.0,86488.15,17672.18,12424.5,6821.96,36918.64,123406.79
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,49129,42732.2,4035.97,1477.2,48245.37,11471.04,13136.99,3616.63,28224.66,76470.03
Calendar,2015,4,Community Health,DPH,Public Health,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",1600,"Payroll, Billing & Accounting",1652,Accountant II,8077,81038.55,0.0,0.0,81038.55,16704.15,12412.56,6655.52,35772.23,116810.78
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,261.0,"Laborers, Local 261",3400,Agriculture & Horticulture,3417,Gardener,35621,59631.84,0.0,0.0,59631.84,12373.57,11231.45,4957.65,28562.67,88194.51
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,790.0,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1426,Senior Clerk Typist,8039,61735.01,0.0,2064.0,63799.01,13146.28,12424.5,5278.56,30849.34,94648.35
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",2900,Human Services,2930,Psychiatric Social Worker,21161,84977.55,0.0,0.0,84977.55,17666.94,11325.41,6812.17,35804.52,120782.07
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1051,IS Business Analyst-Assistant,19478,5516.0,0.0,0.0,5516.0,1026.52,955.73,422.95,2405.2,7921.2
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,Q004,Police Officer 3,17703,119467.45,9448.23,8820.42,137736.1,23621.04,12424.5,2336.36,38381.9,176118.0
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5241,Engineer,30176,135421.0,0.0,0.0,135421.0,27268.29,12424.5,10055.15,49747.94,185168.94
