Organization Group,Department,Job Family,Job,Salary,Overtime,Benefits,Total Compensation
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,56338.0,7985.0,32311.0,96634.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,83381.0,8090.0,40058.0,131529.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,29236.0,6047.0,9143.0,44425.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,79321.0,34750.0,39029.0,153099.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,91412.0,24916.0,43581.0,159909.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,77078.0,7934.0,37896.0,122909.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,90346.0,24408.0,43217.0,157971.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,15831.0,1010.0,7434.0,24275.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,80687.0,6004.0,38521.0,125212.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,82433.0,30978.0,41230.0,154641.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,93648.0,61844.0,46433.0,201925.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,85758.0,45298.0,43405.0,174461.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,59300.0,6811.0,33344.0,99454.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,76048.0,26270.0,23069.0,125388.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,89277.0,50870.0,45179.0,185326.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,78427.0,19390.0,37953.0,135770.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,78369.0,3960.0,37102.0,119431.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,78934.0,8940.0,38783.0,126657.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,46630.0,37.0,22238.0,68905.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,93747.0,2392.0,43882.0,140022.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,87804.0,28106.0,42206.0,158116.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,41110.0,7927.0,25619.0,74656.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,11426.0,1098.0,6166.0,18690.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,65956.0,3913.0,37090.0,106959.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,79667.0,19673.0,39599.0,138939.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,82320.0,32254.0,41334.0,155908.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,90468.0,34419.0,43835.0,168722.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,73336.0,7913.0,34730.0,115979.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,64564.0,9041.0,32020.0,105625.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,76837.0,4769.0,37024.0,118630.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,79582.0,25342.0,39156.0,144080.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,57566.0,17745.0,35376.0,110687.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,77559.0,10804.0,38181.0,126544.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,88890.0,13970.0,41743.0,144603.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,77346.0,1385.0,37236.0,115967.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,85861.0,23877.0,41701.0,151439.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,89404.0,38474.0,44201.0,172080.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,82041.0,8945.0,39297.0,130283.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,78501.0,12241.0,38221.0,128963.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,81896.0,6815.0,39668.0,128380.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,533.0,328.0,66.0,927.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,73224.0,34042.0,37353.0,144620.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,69151.0,4800.0,38108.0,112059.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,81637.0,20751.0,40247.0,142635.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,64533.0,10983.0,32845.0,108361.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,42811.0,21654.0,21273.0,85739.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,62417.0,21024.0,36944.0,120385.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,18153.0,2338.0,8747.0,29237.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,86624.0,53205.0,44212.0,184041.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,70817.0,19123.0,35219.0,125160.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,38910.0,4115.0,17845.0,60870.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,77089.0,7711.0,36371.0,121171.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,73534.0,1937.0,34517.0,109988.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,81345.0,7079.0,39171.0,127595.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,81701.0,9138.0,38621.0,129460.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,49949.0,14889.0,24500.0,89338.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,90079.0,21824.0,42924.0,154828.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,75096.0,1580.0,36734.0,113410.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,250.0,174.0,32.0,456.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,94194.0,81765.0,46876.0,222835.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,74792.0,26936.0,37708.0,139436.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,80986.0,9543.0,38596.0,129124.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,71307.0,6082.0,34046.0,111435.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,95903.0,83516.0,47266.0,226685.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,81122.0,17123.0,39920.0,138166.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,85890.0,995.0,39872.0,126757.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,22783.0,10084.0,11270.0,44137.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,15869.0,2499.0,9088.0,27457.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,82126.0,38433.0,41044.0,161603.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,75265.0,26897.0,37758.0,139921.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,44034.0,4926.0,21092.0,70052.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,85964.0,23261.0,42658.0,151883.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,86011.0,37403.0,42754.0,166168.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,80539.0,5150.0,38771.0,124460.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,85230.0,39067.0,42484.0,166781.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,67917.0,35483.0,34154.0,137555.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,56073.0,7376.0,17876.0,81324.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,64524.0,6642.0,36869.0,108034.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,66101.0,3939.0,37104.0,107143.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,73782.0,11242.0,37663.0,122686.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,87974.0,25577.0,42562.0,156114.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,84756.0,17474.0,40733.0,142963.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,74076.0,4032.0,35649.0,113757.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,87959.0,8332.0,41309.0,137600.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,71080.0,39990.0,42123.0,153193.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,35219.0,2712.0,22418.0,60350.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,34517.0,2653.0,16176.0,53347.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,74672.0,5849.0,22274.0,102795.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,84295.0,7687.0,40120.0,132102.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,81365.0,3409.0,39004.0,123777.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,80164.0,6701.0,38249.0,125113.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,89891.0,51623.0,44891.0,186405.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,85392.0,29112.0,41988.0,156492.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,84405.0,27367.0,41215.0,152988.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,82129.0,4220.0,38920.0,125269.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,81422.0,2042.0,38680.0,122143.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,74035.0,16929.0,35551.0,126515.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,40785.0,9542.0,26828.0,77156.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,77286.0,14521.0,38035.0,129842.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,78947.0,24220.0,39233.0,142400.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,72409.0,5947.0,35566.0,113922.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,46653.0,25479.0,27011.0,99143.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,70249.0,9914.0,35822.0,115985.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,80558.0,8680.0,37985.0,127223.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,89037.0,36491.0,44015.0,169544.0
"Public Works, Transportation & Commerce",Municipal Transportation Agcy,Street Transit,Transit Operator,73067.0,11295.0,36064.0,120425.0
